easting,northing,line_id,magnetic_nt,gravity_mgal,height_m
454850.0,8649750.0,L002,-6.011230,-0.081820,982.907
454950.0,8649750.0,L002,-4.965501,-0.063321,981.392
455050.0,8649750.0,L002,-3.950846,-0.044766,979.990
455150.0,8649750.0,L002,-2.994871,-0.026103,978.715
455250.0,8649750.0,L002,-2.122695,-0.007283,977.576
455350.0,8649750.0,L002,-1.356002,0.011748,976.579
455450.0,8649750.0,L002,-0.712238,0.031039,975.729
455550.0,8649750.0,L002,-0.203980,0.050642,975.025
455650.0,8649750.0,L002,0.161503,0.070602,974.465
455750.0,8649750.0,L002,0.382487,0.090967,974.045
455850.0,8649750.0,L002,0.462817,0.111778,973.758
455950.0,8649750.0,L002,0.411736,0.133072,973.595
456050.0,8649750.0,L002,0.243499,0.154885,973.546
456150.0,8649750.0,L002,-0.023181,0.177244,973.601
456250.0,8649750.0,L002,-0.365853,0.200172,973.749
456350.0,8649750.0,L002,-0.759182,0.223688,973.980
456450.0,8649750.0,L002,-1.175901,0.247802,974.284
456550.0,8649750.0,L002,-1.587837,0.272520,974.653
456650.0,8649750.0,L002,-1.966961,0.297841,975.078
456750.0,8649750.0,L002,-2.286430,0.323758,975.553
456850.0,8649750.0,L002,-2.521585,0.350258,976.076
456950.0,8649750.0,L002,-2.650865,0.377322,976.644
457050.0,8649750.0,L002,-2.656608,0.404926,977.256
457150.0,8649750.0,L002,-2.525700,0.433039,977.913
457250.0,8649750.0,L002,-2.250065,0.461629,978.617
457350.0,8649750.0,L002,-1.826961,0.490657,979.373
457450.0,8649750.0,L002,-1.259081,0.520082,980.182
457550.0,8649750.0,L002,-0.554459,0.549859,981.051
457650.0,8649750.0,L002,0.273834,0.579944,981.982
457750.0,8649750.0,L002,1.208163,0.610289,982.978
457850.0,8649750.0,L002,2.226987,0.640846,984.042
457950.0,8649750.0,L002,3.305647,0.671566,985.173
458050.0,8649750.0,L002,4.417280,0.702403,986.371
458150.0,8649750.0,L002,5.533805,0.733311,987.632
458250.0,8649750.0,L002,6.626962,0.764244,988.950
458350.0,8649750.0,L002,7.669352,0.795163,990.317
458450.0,8649750.0,L002,8.635449,0.826026,991.723
458550.0,8649750.0,L002,9.502537,0.856798,993.155
458650.0,8649750.0,L002,10.251552,0.887446,994.598
458750.0,8649750.0,L002,10.867784,0.917941,996.035
458850.0,8649750.0,L002,11.341417,0.948258,997.450
458950.0,8649750.0,L002,11.667893,0.978373,998.821
459050.0,8649750.0,L002,11.848078,1.008270,1000.128
459150.0,8649750.0,L002,11.888235,1.037933,1001.351
459250.0,8649750.0,L002,11.799786,1.067352,1002.470
459350.0,8649750.0,L002,11.598896,1.096519,1003.463
459450.0,8649750.0,L002,11.305876,1.125431,1004.310
459550.0,8649750.0,L002,10.944432,1.154085,1004.994
450050.0,8649350.0,L006,-23.985929,-1.185101,938.068
450150.0,8649350.0,L006,-24.342996,-1.159717,939.451
450250.0,8649350.0,L006,-24.629657,-1.134288,941.092
450350.0,8649350.0,L006,-24.821441,-1.108813,942.977
450450.0,8649350.0,L006,-24.897048,-1.083289,945.090
450550.0,8649350.0,L006,-24.839056,-1.057717,947.415
450650.0,8649350.0,L006,-24.634473,-1.032097,949.933
450750.0,8649350.0,L006,-24.275137,-1.006430,952.622
450850.0,8649350.0,L006,-23.757929,-0.980721,955.462
450950.0,8649350.0,L006,-23.084815,-0.954973,958.428
451050.0,8649350.0,L006,-22.262718,-0.929194,961.497
451150.0,8649350.0,L006,-21.303237,-0.903392,964.644
451250.0,8649350.0,L006,-20.222227,-0.877578,967.842
451350.0,8649350.0,L006,-19.039269,-0.851767,971.066
451450.0,8649350.0,L006,-17.777052,-0.825975,974.289
451550.0,8649350.0,L006,-16.460693,-0.800221,977.486
451650.0,8649350.0,L006,-15.117011,-0.774527,980.630
451750.0,8649350.0,L006,-13.773787,-0.748918,983.696
451850.0,8649350.0,L006,-12.459006,-0.723422,986.659
451950.0,8649350.0,L006,-11.200102,-0.698072,989.497
452050.0,8649350.0,L006,-10.023208,-0.672900,992.186
452150.0,8649350.0,L006,-8.952417,-0.647942,994.707
452250.0,8649350.0,L006,-8.009052,-0.623239,997.039
452350.0,8649350.0,L006,-7.210963,-0.598830,999.167
452450.0,8649350.0,L006,-6.571872,-0.574757,1001.075
452550.0,8649350.0,L006,-6.100768,-0.551064,1002.751
452650.0,8649350.0,L006,-5.801404,-0.527795,1004.184
452750.0,8649350.0,L006,-5.671931,-0.504991,1005.369
452850.0,8649350.0,L006,-5.704696,-0.482697,1006.299
452950.0,8649350.0,L006,-5.886257,-0.460952,1006.975
453050.0,8649350.0,L006,-6.197642,-0.439793,1007.396
453150.0,8649350.0,L006,-6.614870,-0.419257,1007.569
453250.0,8649350.0,L006,-7.109742,-0.399372,1007.502
453350.0,8649350.0,L006,-7.650876,-0.380165,1007.204
453450.0,8649350.0,L006,-8.204965,-0.361654,1006.690
453550.0,8649350.0,L006,-8.738170,-0.343853,1005.976
453650.0,8649350.0,L006,-9.217615,-0.326766,1005.083
453750.0,8649350.0,L006,-9.612858,-0.310391,1004.031
453850.0,8649350.0,L006,-9.897281,-0.294717,1002.846
453950.0,8649350.0,L006,-10.049302,-0.279725,1001.552
454050.0,8649350.0,L006,-10.053344,-0.265385,1000.177
454150.0,8649350.0,L006,-9.900498,-0.251658,998.748
454250.0,8649350.0,L006,-9.588856,-0.238497,997.295
454350.0,8649350.0,L006,-9.123493,-0.225845,995.844
454450.0,8649350.0,L006,-8.516121,-0.213636,994.425
454550.0,8649350.0,L006,-7.784431,-0.201795,993.061
454650.0,8649350.0,L006,-6.951178,-0.190239,991.779
454750.0,8649350.0,L006,-6.043065,-0.178879,990.599
454850.0,8649350.0,L006,-5.089490,-0.167620,989.540
454950.0,8649350.0,L006,-4.121213,-0.156360,988.619
455050.0,8649350.0,L006,-3.169024,-0.144994,987.845
455150.0,8649350.0,L006,-2.262448,-0.133415,987.228
455250.0,8649350.0,L006,-1.428556,-0.121512,986.771
455350.0,8649350.0,L006,-0.690914,-0.109178,986.473
455450.0,8649350.0,L006,-0.068708,-0.096304,986.330
455550.0,8649350.0,L006,0.423935,-0.082786,986.334
455650.0,8649350.0,L006,0.778409,-0.068523,986.473
455750.0,8649350.0,L006,0.991867,-0.053421,986.731
455850.0,8649350.0,L006,1.067245,-0.037391,987.093
455950.0,8649350.0,L006,1.013057,-0.020357,987.539
456050.0,8649350.0,L006,0.843001,-0.002246,988.050
456150.0,8649350.0,L006,0.575368,0.016998,988.605
456250.0,8649350.0,L006,0.232302,0.037423,989.185
456350.0,8649350.0,L006,-0.161080,0.059066,989.772
456450.0,8649350.0,L006,-0.577664,0.081948,990.350
456550.0,8649350.0,L006,-0.989373,0.106080,990.904
456650.0,8649350.0,L006,-1.368241,0.131459,991.424
456750.0,8649350.0,L006,-1.687460,0.158069,991.901
456850.0,8649350.0,L006,-1.922392,0.185883,992.333
456950.0,8649350.0,L006,-2.051483,0.214861,992.718
457050.0,8649350.0,L006,-2.057071,0.244951,993.059
457150.0,8649350.0,L006,-1.926041,0.276093,993.361
457250.0,8649350.0,L006,-1.650312,0.308217,993.634
457350.0,8649350.0,L006,-1.227137,0.341243,993.887
457450.0,8649350.0,L006,-0.659205,0.375088,994.134
457550.0,8649350.0,L006,0.045456,0.409660,994.388
457650.0,8649350.0,L006,0.873775,0.444866,994.661
457750.0,8649350.0,L006,1.808124,0.480607,994.968
457850.0,8649350.0,L006,2.826961,0.516787,995.321
457950.0,8649350.0,L006,3.905630,0.553307,995.729
458050.0,8649350.0,L006,5.017268,0.590069,996.201
458150.0,8649350.0,L006,6.133798,0.626981,996.742
458250.0,8649350.0,L006,7.226957,0.663951,997.355
458350.0,8649350.0,L006,8.269349,0.700894,998.037
458450.0,8649350.0,L006,9.235447,0.737731,998.785
458550.0,8649350.0,L006,10.102536,0.774386,999.592
458650.0,8649350.0,L006,10.851552,0.810794,1000.446
458750.0,8649350.0,L006,11.467784,0.846895,1001.333
458850.0,8649350.0,L006,11.941417,0.882635,1002.236
458950.0,8649350.0,L006,12.267893,0.917972,1003.138
459050.0,8649350.0,L006,12.448078,0.952867,1004.018
459150.0,8649350.0,L006,12.488235,0.987292,1004.853
459250.0,8649350.0,L006,12.399786,1.021224,1005.622
459350.0,8649350.0,L006,12.198896,1.054648,1006.303
459450.0,8649350.0,L006,11.905876,1.087554,1006.873
459550.0,8649350.0,L006,11.544432,1.119941,1007.310
450050.0,8648950.0,L010,-23.376097,-1.180661,940.508
450150.0,8648950.0,L010,-23.728105,-1.154547,941.848
450250.0,8648950.0,L010,-24.007412,-1.128297,943.432
450350.0,8648950.0,L010,-24.188670,-1.101903,945.247
450450.0,8648950.0,L010,-24.249435,-1.075358,947.279
450550.0,8648950.0,L010,-24.170828,-1.048657,949.512
450650.0,8648950.0,L010,-23.938051,-1.021798,951.928
450750.0,8648950.0,L010,-23.540744,-0.994781,954.508
450850.0,8648950.0,L010,-22.973191,-0.967610,957.230
450950.0,8648950.0,L010,-22.234367,-0.940291,960.072
451050.0,8648950.0,L010,-21.327863,-0.912836,963.013
451150.0,8648950.0,L010,-20.261690,-0.885262,966.027
451250.0,8648950.0,L010,-19.048013,-0.857591,969.091
451350.0,8648950.0,L010,-17.702812,-0.829851,972.179
451450.0,8648950.0,L010,-16.245525,-0.802075,975.267
451550.0,8648950.0,L010,-14.698663,-0.774305,978.330
451650.0,8648950.0,L010,-13.087425,-0.746588,981.343
451750.0,8648950.0,L010,-11.439295,-0.718979,984.283
451850.0,8648950.0,L010,-9.783612,-0.691539,987.125
451950.0,8648950.0,L010,-8.151083,-0.664337,989.849
452050.0,8648950.0,L010,-6.573218,-0.637448,992.433
452150.0,8648950.0,L010,-5.081643,-0.610953,994.857
452250.0,8648950.0,L010,-3.707287,-0.584938,997.105
452350.0,8648950.0,L010,-2.479416,-0.559493,999.160
452450.0,8648950.0,L010,-1.424548,-0.534713,1001.010
452550.0,8648950.0,L010,-0.565269,-0.510694,1002.644
452650.0,8648950.0,L010,0.080973,-0.487533,1004.053
452750.0,8648950.0,L010,0.503017,-0.465325,1005.232
452850.0,8648950.0,L010,0.696979,-0.444166,1006.179
452950.0,8648950.0,L010,0.666980,-0.424145,1006.894
453050.0,8648950.0,L010,0.425505,-0.405345,1007.382
453150.0,8648950.0,L010,-0.006667,-0.387844,1007.650
453250.0,8648950.0,L010,-0.601023,-0.371709,1007.707
453350.0,8648950.0,L010,-1.322367,-0.356994,1007.569
453450.0,8648950.0,L010,-2.130315,-0.343744,1007.251
453550.0,8648950.0,L010,-2.981167,-0.331985,1006.774
453650.0,8648950.0,L010,-3.830028,-0.321731,1006.160
453750.0,8648950.0,L010,-4.633044,-0.312977,1005.434
453850.0,8648950.0,L010,-5.349586,-0.305699,1004.623
453950.0,8648950.0,L010,-5.944260,-0.299857,1003.756
454050.0,8648950.0,L010,-6.388573,-0.295390,1002.862
454150.0,8648950.0,L010,-6.662191,-0.292216,1001.972
454250.0,8648950.0,L010,-6.753689,-0.290237,1001.115
454350.0,8648950.0,L010,-6.660791,-0.289334,1000.320
454450.0,8648950.0,L010,-6.390101,-0.289370,999.616
454550.0,8648950.0,L010,-5.956374,-0.290192,999.028
454650.0,8648950.0,L010,-5.381403,-0.291631,998.578
454750.0,8648950.0,L010,-4.692618,-0.293505,998.286
454850.0,8648950.0,L010,-3.921482,-0.295619,998.165
454950.0,8648950.0,L010,-3.101806,-0.297769,998.227
455050.0,8648950.0,L010,-2.268060,-0.299743,998.475
455150.0,8648950.0,L010,-1.453766,-0.301327,998.911
455250.0,8648950.0,L010,-0.690041,-0.302303,999.528
455350.0,8648950.0,L010,-0.004338,-0.302454,1000.315
455450.0,8648950.0,L010,0.580578,-0.301567,1001.255
455550.0,8648950.0,L010,1.047402,-0.299438,1002.329
455650.0,8648950.0,L010,1.384802,-0.295870,1003.510
455750.0,8648950.0,L010,1.587659,-0.290678,1004.771
455850.0,8648950.0,L010,1.657071,-0.283695,1006.080
455950.0,8648950.0,L010,1.600111,-0.274766,1007.404
456050.0,8648950.0,L010,1.429378,-0.263761,1008.710
456150.0,8648950.0,L010,1.162352,-0.250567,1009.966
456250.0,8648950.0,L010,0.820601,-0.235093,1011.141
456350.0,8648950.0,L010,0.428847,-0.217275,1012.206
456450.0,8648950.0,L010,0.013951,-0.197071,1013.136
456550.0,8648950.0,L010,-0.396165,-0.174463,1013.911
456650.0,8648950.0,L010,-0.773616,-0.149460,1014.517
456750.0,8648950.0,L010,-1.091628,-0.122094,1014.942
456850.0,8648950.0,L010,-1.325564,-0.092420,1015.182
456950.0,8648950.0,L010,-1.453858,-0.060516,1015.241
457050.0,8648950.0,L010,-1.458821,-0.026481,1015.124
457150.0,8648950.0,L010,-1.327311,0.009566,1014.845
457250.0,8648950.0,L010,-1.051221,0.047490,1014.421
457350.0,8648950.0,L010,-0.627779,0.087141,1013.873
457450.0,8648950.0,L010,-0.059653,0.128357,1013.224
457550.0,8648950.0,L010,0.645147,0.170965,1012.503
457650.0,8648950.0,L010,1.473566,0.214785,1011.734
457750.0,8648950.0,L010,2.407983,0.259633,1010.947
457850.0,8648950.0,L010,3.426867,0.305321,1010.168
457950.0,8648950.0,L010,4.505569,0.351665,1009.420
458050.0,8648950.0,L010,5.617229,0.398481,1008.725
458150.0,8648950.0,L010,6.733772,0.445592,1008.103
458250.0,8648950.0,L010,7.826941,0.492826,1007.566
458350.0,8648950.0,L010,8.869339,0.540022,1007.125
458450.0,8648950.0,L010,9.835441,0.587029,1006.785
458550.0,8648950.0,L010,10.702532,0.633708,1006.548
458650.0,8648950.0,L010,11.451549,0.679933,1006.408
458750.0,8648950.0,L010,12.067783,0.725591,1006.357
458850.0,8648950.0,L010,12.541416,0.770584,1006.385
458950.0,8648950.0,L010,12.867892,0.814828,1006.473
459050.0,8648950.0,L010,13.048078,0.858254,1006.606
459150.0,8648950.0,L010,13.088235,0.900805,1006.760
459250.0,8648950.0,L010,12.999786,0.942440,1006.915
459350.0,8648950.0,L010,12.798896,0.983131,1007.046
459450.0,8648950.0,L010,12.505875,1.022859,1007.131
459550.0,8648950.0,L010,12.144432,1.061620,1007.144
450050.0,8648550.0,L014,-22.758486,-1.170279,945.980
450150.0,8648550.0,L014,-23.101432,-1.142445,947.209
450250.0,8648550.0,L014,-23.367572,-1.114254,948.650
450350.0,8648550.0,L014,-23.529982,-1.085684,950.293
450450.0,8648550.0,L014,-23.564170,-1.056714,952.125
450550.0,8648550.0,L014,-23.448659,-1.027326,954.133
450650.0,8648550.0,L014,-23.165414,-0.997507,956.301
450750.0,8648550.0,L014,-22.700152,-0.967251,958.612
450850.0,8648550.0,L014,-22.042511,-0.936558,961.048
450950.0,8648550.0,L014,-21.186130,-0.905436,963.590
451050.0,8648550.0,L014,-20.128650,-0.873902,966.218
451150.0,8648550.0,L014,-18.871694,-0.841986,968.911
451250.0,8648550.0,L014,-17.420850,-0.809727,971.648
451350.0,8648550.0,L014,-15.785708,-0.777178,974.406
451450.0,8648550.0,L014,-13.979944,-0.744407,977.164
451550.0,8648550.0,L014,-12.021490,-0.711494,979.901
451650.0,8648550.0,L014,-9.932739,-0.678536,982.594
451750.0,8648550.0,L014,-7.740761,-0.645645,985.222
451850.0,8648550.0,L014,-5.477450,-0.612947,987.766
451950.0,8648550.0,L014,-3.179523,-0.580586,990.205
452050.0,8648550.0,L014,-0.888271,-0.548716,992.523
452150.0,8648550.0,L014,1.351022,-0.517506,994.701
452250.0,8648550.0,L014,3.490071,-0.487137,996.726
452350.0,8648550.0,L014,5.479024,-0.457800,998.584
452450.0,8648550.0,L014,7.268329,-0.429690,1000.266
452550.0,8648550.0,L014,8.810969,-0.403009,1001.762
452650.0,8648550.0,L014,10.064945,-0.377962,1003.067
452750.0,8648550.0,L014,10.995827,-0.354749,1004.179
452850.0,8648550.0,L014,11.579176,-0.333568,1005.098
452950.0,8648550.0,L014,11.802599,-0.314606,1005.827
453050.0,8648550.0,L014,11.667230,-0.298038,1006.374
453150.0,8648550.0,L014,11.188456,-0.284024,1006.748
453250.0,8648550.0,L014,10.395765,-0.272703,1006.964
453350.0,8648550.0,L014,9.331664,-0.264191,1007.037
453450.0,8648550.0,L014,8.049719,-0.258576,1006.988
453550.0,8648550.0,L014,6.611831,-0.255917,1006.839
453650.0,8648550.0,L014,5.084950,-0.256242,1006.617
453750.0,8648550.0,L014,3.537456,-0.259542,1006.349
453850.0,8648550.0,L014,2.035511,-0.265772,1006.064
453950.0,8648550.0,L014,0.639621,-0.274851,1005.794
454050.0,8648550.0,L014,-0.598327,-0.286659,1005.570
454150.0,8648550.0,L014,-1.637375,-0.301036,1005.425
454250.0,8648550.0,L014,-2.449020,-0.317789,1005.388
454350.0,8648550.0,L014,-3.017903,-0.336686,1005.489
454450.0,8648550.0,L014,-3.341679,-0.357460,1005.754
454550.0,8648550.0,L014,-3.430149,-0.379816,1006.208
454650.0,8648550.0,L014,-3.303772,-0.403428,1006.869
454750.0,8648550.0,L014,-2.991727,-0.427946,1007.752
454850.0,8648550.0,L014,-2.529673,-0.452999,1008.864
454950.0,8648550.0,L014,-1.957393,-0.478201,1010.210
455050.0,8648550.0,L014,-1.316451,-0.503152,1011.784
455150.0,8648550.0,L014,-0.648001,-0.527449,1013.577
455250.0,8648550.0,L014,0.009165,-0.550686,1015.569
455350.0,8648550.0,L014,0.620261,-0.572461,1017.736
455450.0,8648550.0,L014,1.155810,-0.592381,1020.048
455550.0,8648550.0,L014,1.592587,-0.610070,1022.467
455650.0,8648550.0,L014,1.914212,-0.625168,1024.953
455750.0,8648550.0,L014,2.111404,-0.637343,1027.459
455850.0,8648550.0,L014,2.181940,-0.646289,1029.938
455950.0,8648550.0,L014,2.130328,-0.651733,1032.340
456050.0,8648550.0,L014,1.967260,-0.653440,1034.615
456150.0,8648550.0,L014,1.708858,-0.651210,1036.717
456250.0,8648550.0,L014,1.375771,-0.644889,1038.600
456350.0,8648550.0,L014,0.992145,-0.634364,1040.223
456450.0,8648550.0,L014,0.584516,-0.619563,1041.552
456550.0,8648550.0,L014,0.180665,-0.600464,1042.560
456650.0,8648550.0,L014,-0.191543,-0.577085,1043.225
456750.0,8648550.0,L014,-0.505276,-0.549488,1043.535
456850.0,8648550.0,L014,-0.735797,-0.517778,1043.486
456950.0,8648550.0,L014,-0.861417,-0.482096,1043.084
457050.0,8648550.0,L014,-0.864327,-0.442624,1042.342
457150.0,8648550.0,L014,-0.731267,-0.399573,1041.280
457250.0,8648550.0,L014,-0.454025,-0.353187,1039.926
457350.0,8648550.0,L014,-0.029741,-0.303732,1038.315
457450.0,8648550.0,L014,0.538992,-0.251498,1036.484
457550.0,8648550.0,L014,1.244223,-0.196790,1034.477
457650.0,8648550.0,L014,2.072943,-0.139926,1032.336
457750.0,8648550.0,L014,3.007568,-0.081232,1030.107
457850.0,8648550.0,L014,4.026594,-0.021035,1027.834
457950.0,8648550.0,L014,5.105391,0.040338,1025.558
458050.0,8648550.0,L014,6.217114,0.102567,1023.320
458150.0,8648550.0,L014,7.333699,0.165339,1021.153
458250.0,8648550.0,L014,8.426895,0.228356,1019.086
458350.0,8648550.0,L014,9.469311,0.291337,1017.145
458450.0,8648550.0,L014,10.435423,0.354017,1015.348
458550.0,8648550.0,L014,11.302521,0.416154,1013.705
458650.0,8648550.0,L014,12.051543,0.477529,1012.222
458750.0,8648550.0,L014,12.667779,0.537944,1010.901
458850.0,8648550.0,L014,13.141414,0.597229,1009.735
458950.0,8648550.0,L014,13.467891,0.655237,1008.713
459050.0,8648550.0,L014,13.648077,0.711848,1007.821
459150.0,8648550.0,L014,13.688234,0.766965,1007.041
459250.0,8648550.0,L014,13.599785,0.820513,1006.350
459350.0,8648550.0,L014,13.398896,0.872443,1005.727
459450.0,8648550.0,L014,13.105875,0.922724,1005.146
459550.0,8648550.0,L014,12.744432,0.971347,1004.583
450050.0,8648150.0,L018,-22.130368,-1.148986,954.359
450150.0,8648150.0,L018,-22.458852,-1.117606,955.455
450250.0,8648150.0,L018,-22.703979,-1.085411,956.719
450350.0,8648150.0,L018,-22.836313,-1.052344,958.144
450450.0,8648150.0,L018,-22.828104,-1.018353,959.718
450550.0,8648150.0,L018,-22.653727,-0.983391,961.434
450650.0,8648150.0,L018,-22.290002,-0.947421,963.277
450750.0,8648150.0,L018,-21.716399,-0.910419,965.235
450850.0,8648150.0,L018,-20.915175,-0.872371,967.293
450950.0,8648150.0,L018,-19.871488,-0.833282,969.438
451050.0,8648150.0,L018,-18.573543,-0.793177,971.651
451150.0,8648150.0,L018,-17.012842,-0.752098,973.918
451250.0,8648150.0,L018,-15.184589,-0.710117,976.219
451350.0,8648150.0,L018,-13.088301,-0.667326,978.539
451450.0,8648150.0,L018,-10.728638,-0.623849,980.858
451550.0,8648150.0,L018,-8.116433,-0.579838,983.160
451650.0,8648150.0,L018,-5.269857,-0.535476,985.426
451750.0,8648150.0,L018,-2.215622,-0.490976,987.639
451850.0,8648150.0,L018,1.009957,-0.446582,989.783
451950.0,8648150.0,L018,4.360191,-0.402571,991.841
452050.0,8648150.0,L018,7.777770,-0.359243,993.801
452150.0,8648150.0,L018,11.195199,-0.316928,995.647
452250.0,8648150.0,L018,14.536085,-0.275979,997.370
452350.0,8648150.0,L018,17.717354,-0.236766,998.959
452450.0,8648150.0,L018,20.652388,-0.199674,1000.407
452550.0,8648150.0,L018,23.254974,-0.165097,1001.708
452650.0,8648150.0,L018,25.443852,-0.133434,1002.862
452750.0,8648150.0,L018,27.147544,-0.105078,1003.867
452850.0,8648150.0,L018,28.309073,-0.080413,1004.727
452950.0,8648150.0,L018,28.890167,-0.059805,1005.450
453050.0,8648150.0,L018,28.874528,-0.043594,1006.044
453150.0,8648150.0,L018,28.269829,-0.032091,1006.524
453250.0,8648150.0,L018,27.108191,-0.025566,1006.906
453350.0,8648150.0,L018,25.445018,-0.024243,1007.209
453450.0,8648150.0,L018,23.356260,-0.028294,1007.458
453550.0,8648150.0,L018,20.934263,-0.037835,1007.677
453650.0,8648150.0,L018,18.282554,-0.052919,1007.896
453750.0,8648150.0,L018,15.509967,-0.073532,1008.145
453850.0,8648150.0,L018,12.724575,-0.099594,1008.457
453950.0,8648150.0,L018,10.027921,-0.130952,1008.864
454050.0,8648150.0,L018,7.509931,-0.167386,1009.400
454150.0,8648150.0,L018,5.244887,-0.208604,1010.097
454250.0,8648150.0,L018,3.288647,-0.254246,1010.986
454350.0,8648150.0,L018,1.677234,-0.303889,1012.097
454450.0,8648150.0,L018,0.426759,-0.357050,1013.454
454550.0,8648150.0,L018,-0.465456,-0.413189,1015.078
454650.0,8648150.0,L018,-1.018751,-0.471719,1016.983
454750.0,8648150.0,L018,-1.266269,-0.532011,1019.178
454850.0,8648150.0,L018,-1.251648,-0.593404,1021.665
454950.0,8648150.0,L018,-1.025522,-0.655210,1024.438
455050.0,8648150.0,L018,-0.642082,-0.716724,1027.481
455150.0,8648150.0,L018,-0.155896,-0.777236,1030.772
455250.0,8648150.0,L018,0.380882,-0.836038,1034.280
455350.0,8648150.0,L018,0.920802,-0.892432,1037.964
455450.0,8648150.0,L018,1.422886,-0.945742,1041.777
455550.0,8648150.0,L018,1.853856,-0.995318,1045.666
455650.0,8648150.0,L018,2.188859,-1.040552,1049.570
455750.0,8648150.0,L018,2.411726,-1.080878,1053.426
455850.0,8648150.0,L018,2.514840,-1.115784,1057.166
455950.0,8648150.0,L018,2.498661,-1.144813,1060.724
456050.0,8648150.0,L018,2.370993,-1.167576,1064.031
456150.0,8648150.0,L018,2.146024,-1.183748,1067.024
456250.0,8648150.0,L018,1.843230,-1.193078,1069.643
456350.0,8648150.0,L018,1.486163,-1.195386,1071.835
456450.0,8648150.0,L018,1.101189,-1.190567,1073.554
456550.0,8648150.0,L018,0.716202,-1.178590,1074.764
456650.0,8648150.0,L018,0.359367,-1.159499,1075.438
456750.0,8648150.0,L018,0.057914,-1.133405,1075.562
456850.0,8648150.0,L018,-0.162981,-1.100491,1075.133
456950.0,8648150.0,L018,-0.281190,-1.061001,1074.159
457050.0,8648150.0,L018,-0.278494,-1.015240,1072.659
457150.0,8648150.0,L018,-0.141266,-0.963565,1070.663
457250.0,8648150.0,L018,0.139022,-0.906379,1068.211
457350.0,8648150.0,L018,0.565497,-0.844126,1065.351
457450.0,8648150.0,L018,1.135778,-0.777285,1062.137
457550.0,8648150.0,L018,1.842084,-0.706358,1058.628
457650.0,8648150.0,L018,2.671539,-0.631867,1054.887
457750.0,8648150.0,L018,3.606659,-0.554342,1050.978
457850.0,8648150.0,L018,4.626013,-0.474319,1046.965
457950.0,8648150.0,L018,5.705023,-0.392330,1042.909
458050.0,8648150.0,L018,6.816884,-0.308897,1038.869
458150.0,8648150.0,L018,7.933556,-0.224523,1034.897
458250.0,8648150.0,L018,9.026807,-0.139694,1031.041
